1776;0;0
Elapsed time;Relative error;best fitness;optimal
3.06915;16.4977;2069;1776
3.07075;16.4977;2069;1776
3.07223;16.4977;2069;1776
3.07374;16.4977;2069;1776
3.07523;16.4977;2069;1776
3.07672;16.4977;2069;1776
3.07813;16.4977;2069;1776
3.07957;16.4977;2069;1776
3.08094;16.4977;2069;1776
3.08236;16.4977;2069;1776
3.08382;16.4977;2069;1776
3.0852;16.4977;2069;1776
3.08664;16.4977;2069;1776
3.08808;16.4977;2069;1776
3.08966;16.4977;2069;1776
3.09124;16.4977;2069;1776
3.09269;16.4977;2069;1776
3.09413;16.4977;2069;1776
3.09581;16.4977;2069;1776
3.09727;16.4977;2069;1776
3.09881;16.4977;2069;1776
3.10034;16.4977;2069;1776
3.10199;16.4977;2069;1776
3.10361;16.4977;2069;1776
3.10495;16.4977;2069;1776
3.10636;16.4977;2069;1776
3.10785;16.4977;2069;1776
3.10934;16.4977;2069;1776
3.11101;16.4977;2069;1776
3.11263;16.4977;2069;1776
3.11419;16.4977;2069;1776
3.11588;16.4977;2069;1776
3.11726;16.4977;2069;1776
3.11877;16.4977;2069;1776
3.1205;16.4977;2069;1776
3.12196;16.4977;2069;1776
3.12356;16.4977;2069;1776
3.12542;16.4977;2069;1776
3.12703;16.4977;2069;1776
3.12878;16.4977;2069;1776
3.13031;16.4977;2069;1776
3.13211;16.4977;2069;1776
3.13361;16.4977;2069;1776
3.13533;16.4977;2069;1776
3.13701;16.4977;2069;1776
3.13868;16.4977;2069;1776
3.14025;16.4977;2069;1776
3.1419;16.4977;2069;1776
3.14342;16.4977;2069;1776
3.14503;16.4977;2069;1776
3.14675;16.4977;2069;1776
3.14842;16.4977;2069;1776
3.15011;16.4977;2069;1776
3.15171;16.4977;2069;1776
3.15341;16.4977;2069;1776
3.15506;16.4977;2069;1776
3.15672;16.4977;2069;1776
3.15903;16.4977;2069;1776
3.16073;16.4977;2069;1776
3.16252;16.4977;2069;1776
3.16423;16.4977;2069;1776
3.16597;16.4977;2069;1776
3.16767;16.4977;2069;1776
3.16937;16.4977;2069;1776
3.17101;16.4977;2069;1776
3.17257;16.4977;2069;1776
3.17421;16.4977;2069;1776
3.1758;16.4977;2069;1776
3.17749;16.4977;2069;1776
3.17912;16.4977;2069;1776
3.18073;16.4977;2069;1776
3.18233;16.4977;2069;1776
3.1839;16.4977;2069;1776
3.18552;16.4977;2069;1776
3.18706;16.4977;2069;1776
3.18863;16.4977;2069;1776
3.19019;16.4977;2069;1776
3.19183;16.4977;2069;1776
3.19339;16.4977;2069;1776
3.19496;16.4977;2069;1776
3.19659;16.4977;2069;1776
3.1981;16.4977;2069;1776
3.19967;16.4977;2069;1776
3.20104;16.4977;2069;1776
3.2026;16.4977;2069;1776
3.20421;16.4977;2069;1776
3.20571;16.4977;2069;1776
3.20719;16.4977;2069;1776
3.20883;16.4977;2069;1776
3.21033;16.4977;2069;1776
3.21197;16.4977;2069;1776
3.21345;16.4977;2069;1776
3.21504;16.4977;2069;1776
3.21645;16.4977;2069;1776
3.21798;16.4977;2069;1776
3.21945;16.4977;2069;1776
3.22091;16.4977;2069;1776
3.22246;16.4977;2069;1776
3.22401;16.4977;2069;1776
3.22573;16.4977;2069;1776
3.22726;16.4977;2069;1776
3.22878;16.4977;2069;1776
3.2301;16.4977;2069;1776
3.23149;16.4977;2069;1776
3.23294;16.4977;2069;1776
3.23441;16.4977;2069;1776
3.23592;16.4977;2069;1776
3.2374;16.4977;2069;1776
3.23898;16.4977;2069;1776
3.24039;16.4977;2069;1776
3.24187;16.4977;2069;1776
3.24335;16.4977;2069;1776
3.24488;16.4977;2069;1776
3.24663;16.4977;2069;1776
3.24813;16.4977;2069;1776
3.24958;16.4977;2069;1776
3.25097;16.4977;2069;1776
3.2524;16.4977;2069;1776
3.25395;16.4977;2069;1776
3.25539;16.4977;2069;1776
3.25678;16.4977;2069;1776
3.25827;16.4977;2069;1776
3.25982;16.4977;2069;1776
3.26124;16.4977;2069;1776
3.26263;16.4977;2069;1776
3.26402;16.4977;2069;1776
3.26542;16.4977;2069;1776
3.26686;16.4977;2069;1776
3.26829;16.4977;2069;1776
3.26968;16.4977;2069;1776
3.2711;16.4977;2069;1776
3.27249;16.4977;2069;1776
3.27395;16.4977;2069;1776
3.2754;16.4977;2069;1776
3.27671;16.4977;2069;1776
3.2781;16.4977;2069;1776
3.27954;16.4977;2069;1776
3.28092;16.4977;2069;1776
3.28223;16.4977;2069;1776
3.28358;16.4977;2069;1776
3.28491;16.4977;2069;1776
3.28629;16.4977;2069;1776
3.28778;16.4977;2069;1776
3.28909;16.4977;2069;1776
3.29066;16.4977;2037;1776
3.29201;14.6959;2037;1776
3.29335;14.6959;2037;1776
3.29472;14.6959;2037;1776
3.2962;14.6959;2037;1776
3.29768;14.6959;2037;1776
3.29897;14.6959;2037;1776
3.30036;14.6959;2037;1776
3.30173;14.6959;2037;1776
3.30328;14.6959;2037;1776
3.30468;14.6959;2037;1776
3.30613;14.6959;2037;1776
3.30739;14.6959;2037;1776
3.30876;14.6959;2037;1776
3.31015;14.6959;2037;1776
3.31156;14.6959;2037;1776
3.31304;14.6959;2037;1776
3.31448;14.6959;2037;1776
3.31592;14.6959;2037;1776
3.31736;14.6959;2037;1776
3.31881;14.6959;2037;1776
3.32023;14.6959;2037;1776
3.32175;14.6959;2037;1776
3.32307;14.6959;2037;1776
3.32446;14.6959;2037;1776
3.32587;14.6959;2037;1776
3.32729;14.6959;2037;1776
3.3286;14.6959;2037;1776
3.32996;14.6959;2037;1776
3.33122;14.6959;2037;1776
3.33259;14.6959;2037;1776
3.33407;14.6959;2037;1776
3.33549;14.6959;2037;1776
3.3369;14.6959;2037;1776
3.33829;14.6959;2037;1776
3.33963;14.6959;2037;1776
3.3409;14.6959;2037;1776
3.34217;14.6959;2037;1776
3.34359;14.6959;2037;1776
3.34501;14.6959;2037;1776
3.34629;14.6959;2037;1776
3.34774;14.6959;2037;1776
3.34914;14.6959;2037;1776
3.35064;14.6959;2037;1776
3.35204;14.6959;2037;1776
3.35358;14.6959;2037;1776
3.35499;14.6959;2037;1776
3.35652;14.6959;2037;1776
3.3582;14.6959;2037;1776
3.36011;14.6959;2037;1776
3.36168;14.6959;2037;1776
3.36322;14.6959;2037;1776
3.36474;14.6959;2037;1776
3.3665;14.6959;2037;1776
3.36804;14.6959;2037;1776
3.36957;14.6959;2037;1776
3.37121;14.6959;2037;1776
3.37269;14.6959;2037;1776
3.3741;14.6959;2037;1776
3.37565;14.6959;2037;1776
3.37719;14.6959;2037;1776
3.37877;14.6959;2037;1776
3.38038;14.6959;2037;1776
3.38204;14.6959;2037;1776
3.38371;14.6959;2037;1776
3.38523;14.6959;2037;1776
3.38679;14.6959;2037;1776
3.38851;14.6959;2037;1776
3.39015;14.6959;2037;1776
3.39173;14.6959;2037;1776
3.39359;14.6959;2037;1776
3.39571;14.6959;2037;1776
3.39738;14.6959;2037;1776
3.39908;14.6959;2037;1776
3.40072;14.6959;2037;1776
3.40252;14.6959;2037;1776
3.40415;14.6959;2037;1776
3.40595;14.6959;2037;1776
3.40768;14.6959;2037;1776
3.40938;14.6959;2037;1776
3.41103;14.6959;2037;1776
3.41291;14.6959;2037;1776
3.41458;14.6959;2037;1776
3.4163;14.6959;2037;1776
3.41804;14.6959;2037;1776
3.41979;14.6959;2037;1776
3.42156;14.6959;2037;1776
3.42326;14.6959;2037;1776
3.42506;14.6959;2037;1776
3.42703;14.6959;2037;1776
3.42909;14.6959;2037;1776
3.43086;14.6959;2037;1776
3.43257;14.6959;2037;1776
3.4344;14.6959;2037;1776
3.43622;14.6959;2037;1776
3.43815;14.6959;2037;1776
3.43993;14.6959;2037;1776
3.44161;14.6959;2037;1776
3.44327;14.6959;2037;1776
3.4452;14.6959;2037;1776
3.44744;14.6959;2037;1776
3.44933;14.6959;2037;1776
3.45132;14.6959;2037;1776
3.45306;14.6959;2037;1776
3.45509;14.6959;2037;1776
3.45681;14.6959;2037;1776
3.45842;14.6959;2037;1776
3.4608;14.6959;2037;1776
3.46304;14.6959;2037;1776
3.46478;14.6959;2037;1776
3.46663;14.6959;2037;1776
3.46837;14.6959;2037;1776
3.4701;14.6959;2037;1776
3.47204;14.6959;2037;1776
3.47387;14.6959;2037;1776
3.47578;14.6959;2037;1776
3.47766;14.6959;2037;1776
3.47934;14.6959;2037;1776
3.48116;14.6959;2037;1776
3.483;14.6959;2037;1776
3.48494;14.6959;2037;1776
3.48662;14.6959;2037;1776
3.48824;14.6959;2037;1776
3.49029;14.6959;2037;1776
3.49233;14.6959;2037;1776
3.49498;14.6959;2037;1776
3.49714;14.6959;2037;1776
3.49912;14.6959;2037;1776
3.50117;14.6959;2037;1776
3.50321;14.6959;2037;1776
3.50513;14.6959;2037;1776
3.5071;14.6959;2037;1776
3.50932;14.6959;2037;1776
3.51118;14.6959;2037;1776
3.5132;14.6959;2037;1776
3.51525;14.6959;2037;1776
3.5173;14.6959;2037;1776
3.51928;14.6959;2037;1776
3.52106;14.6959;2037;1776
3.5229;14.6959;2037;1776
3.52507;14.6959;2037;1776
3.52703;14.6959;2037;1776
3.52903;14.6959;2037;1776
3.5311;14.6959;2037;1776
3.53299;14.6959;2037;1776
3.53501;14.6959;2037;1776
3.53692;14.6959;2037;1776
3.53881;14.6959;2037;1776
3.54069;14.6959;2037;1776
3.54268;14.6959;2037;1776
3.54458;14.6959;2037;1776
3.5463;14.6959;2037;1776
3.54827;14.6959;2037;1776
3.5502;14.6959;2037;1776
3.55216;14.6959;2037;1776
3.55413;14.6959;2037;1776
3.55607;14.6959;2037;1776
3.55799;14.6959;2037;1776
3.55993;14.6959;2037;1776
3.56174;14.6959;2037;1776
3.56338;14.6959;2037;1776
3.56509;14.6959;2037;1776
3.56688;14.6959;2037;1776
3.5685;14.6959;2037;1776
3.57028;14.6959;2037;1776
3.57201;14.6959;2037;1776
3.57376;14.6959;2037;1776
3.57536;14.6959;2037;1776
3.57695;14.6959;2037;1776
3.57857;14.6959;2037;1776
3.58012;14.6959;2037;1776
3.58172;14.6959;2037;1776
3.58339;14.6959;2037;1776
3.58493;14.6959;2037;1776
3.5865;14.6959;2037;1776
3.58817;14.6959;2037;1776
3.58978;14.6959;2037;1776
3.59121;14.6959;2037;1776
3.59273;14.6959;2037;1776
3.59432;14.6959;2037;1776
3.596;14.6959;2037;1776
3.59752;14.6959;2037;1776
3.59922;14.6959;2037;1776
3.60063;14.6959;2037;1776
3.60216;14.6959;2037;1776
3.60388;14.6959;2037;1776
3.60542;14.6959;2037;1776
3.60698;14.6959;2037;1776
3.60852;14.6959;2037;1776
3.61002;14.6959;2037;1776
3.61154;14.6959;2037;1776
3.61301;14.6959;2037;1776
3.61449;14.6959;2037;1776
3.61607;14.6959;2037;1776
3.61757;14.6959;2037;1776
3.61916;14.6959;2037;1776
3.62069;14.6959;2037;1776
3.62229;14.6959;2037;1776
3.62387;14.6959;2037;1776
3.62542;14.6959;2037;1776
3.62709;14.6959;2037;1776
3.6285;14.6959;2037;1776
3.63011;14.6959;2037;1776
3.63157;14.6959;2037;1776
3.633;14.6959;2037;1776
3.63428;14.6959;2037;1776
3.63585;14.6959;2037;1776
3.63735;14.6959;2037;1776
3.63899;14.6959;2037;1776
3.64046;14.6959;2037;1776
3.64192;14.6959;2037;1776
3.64348;14.6959;2037;1776
3.6449;14.6959;2037;1776
3.64637;14.6959;2037;1776
3.64788;14.6959;2037;1776
3.64927;14.6959;2037;1776
3.65074;14.6959;2037;1776
3.65232;14.6959;2037;1776
3.65374;14.6959;2037;1776
3.65518;14.6959;2037;1776
3.6567;14.6959;2037;1776
3.65827;14.6959;2037;1776
3.65979;14.6959;2037;1776
3.66133;14.6959;2037;1776
3.66277;14.6959;2037;1776
3.66428;14.6959;2037;1776
3.66586;14.6959;2037;1776
3.66737;14.6959;2037;1776
3.66886;14.6959;2037;1776
3.67027;14.6959;2037;1776
3.67181;14.6959;2037;1776
3.67332;14.6959;2037;1776
3.67473;14.6959;2037;1776
3.67619;14.6959;2037;1776
3.67773;14.6959;2037;1776
3.67927;14.6959;2037;1776
3.68074;14.6959;2037;1776
3.68235;14.6959;2037;1776
3.68391;14.6959;2037;1776
3.68538;14.6959;2037;1776
3.68688;14.6959;2037;1776
3.68825;14.6959;2037;1776
3.68973;14.6959;2037;1776
3.69112;14.6959;2037;1776
3.69246;14.6959;2037;1776
3.69401;14.6959;2037;1776
3.69547;14.6959;2037;1776
3.69684;14.6959;2037;1776
3.69836;14.6959;2037;1776
3.69986;14.6959;2037;1776
3.70145;14.6959;2037;1776
3.70278;14.6959;2037;1776
3.7041;14.6959;2037;1776
3.7055;14.6959;2037;1776
3.70692;14.6959;2037;1776
3.70843;14.6959;2037;1776
3.70998;14.6959;2037;1776
3.71136;14.6959;2037;1776
3.71265;14.6959;2037;1776
3.71401;14.6959;2037;1776
3.71558;14.6959;2037;1776
3.71698;14.6959;2016;1776
3.71823;13.5135;2016;1776
3.71967;13.5135;2016;1776
3.72112;13.5135;2016;1776
3.72256;13.5135;2016;1776
3.72392;13.5135;2016;1776
3.72532;13.5135;2016;1776
3.72676;13.5135;2016;1776
3.72814;13.5135;2016;1776
3.72962;13.5135;2016;1776
3.73112;13.5135;2016;1776
3.73259;13.5135;2016;1776
3.73413;13.5135;2016;1776
3.73549;13.5135;2016;1776
3.73698;13.5135;2016;1776
3.73839;13.5135;2016;1776
3.73976;13.5135;2016;1776
3.74121;13.5135;2016;1776
3.7426;13.5135;2016;1776
3.74399;13.5135;2016;1776
3.74553;13.5135;2016;1776
3.74741;13.5135;2016;1776
3.74889;13.5135;2016;1776
3.7503;13.5135;2016;1776
3.75162;13.5135;2016;1776
3.75311;13.5135;2016;1776
3.75456;13.5135;2016;1776
3.75599;13.5135;2016;1776
3.75749;13.5135;2016;1776
3.75891;13.5135;2016;1776
3.76036;13.5135;2016;1776
3.76202;13.5135;2016;1776
3.76359;13.5135;2016;1776
3.76497;13.5135;2016;1776
3.76643;13.5135;2016;1776
3.76779;13.5135;2016;1776
3.76936;13.5135;2016;1776
3.77081;13.5135;2016;1776
3.77227;13.5135;2016;1776
3.77378;13.5135;2016;1776
3.77523;13.5135;2016;1776
3.77664;13.5135;2016;1776
3.77818;13.5135;2016;1776
3.77963;13.5135;2016;1776
3.78115;13.5135;2016;1776
3.78255;13.5135;2016;1776
3.78397;13.5135;2016;1776
3.78531;13.5135;2016;1776
3.78672;13.5135;2016;1776
3.78821;13.5135;2016;1776
3.78953;13.5135;2016;1776
3.79107;13.5135;2016;1776
3.79251;13.5135;2016;1776
3.79401;13.5135;2016;1776
3.79546;13.5135;2016;1776
3.79698;13.5135;2016;1776
3.79841;13.5135;2016;1776
3.79993;13.5135;2016;1776
3.80134;13.5135;2016;1776
3.80285;13.5135;2016;1776
3.80431;13.5135;2016;1776
3.80573;13.5135;2016;1776
3.80712;13.5135;2016;1776
3.80848;13.5135;2016;1776
3.80982;13.5135;2016;1776
3.81104;13.5135;2016;1776
3.81241;13.5135;2016;1776
3.8138;13.5135;2016;1776
3.81532;13.5135;2016;1776
3.81665;13.5135;2016;1776
3.81807;13.5135;2016;1776
3.81941;13.5135;2016;1776
3.82071;13.5135;2016;1776
3.82244;13.5135;2016;1776
3.82395;13.5135;2016;1776
3.82532;13.5135;2016;1776
3.82668;13.5135;2016;1776
3.82815;13.5135;2016;1776
3.82967;13.5135;2016;1776
3.8311;13.5135;2016;1776
3.8326;13.5135;2016;1776
3.83402;13.5135;2016;1776
3.83547;13.5135;2016;1776
3.83678;13.5135;2016;1776
3.8383;13.5135;2016;1776
3.83973;13.5135;2016;1776
3.84127;13.5135;2016;1776
3.8426;13.5135;2016;1776
3.84392;13.5135;2016;1776
3.84523;13.5135;2016;1776
3.84653;13.5135;2016;1776
3.84793;13.5135;2016;1776
3.8492;13.5135;2016;1776
3.85053;13.5135;2016;1776
3.85207;13.5135;2016;1776
3.85363;13.5135;2016;1776
3.85515;13.5135;2016;1776
3.85665;13.5135;2016;1776
3.85806;13.5135;2016;1776
3.85943;13.5135;2016;1776
3.8608;13.5135;2016;1776
3.86216;13.5135;2016;1776
3.86349;13.5135;2016;1776
3.86486;13.5135;2016;1776
3.86627;13.5135;2016;1776
3.86773;13.5135;2016;1776
3.8692;13.5135;2016;1776
3.87057;13.5135;2016;1776
3.87189;13.5135;2016;1776
3.87325;13.5135;2016;1776
3.87466;13.5135;2016;1776
3.87613;13.5135;2016;1776
3.87745;13.5135;2016;1776
3.8789;13.5135;2016;1776
3.88019;13.5135;2016;1776
3.88158;13.5135;2016;1776
3.88306;13.5135;2016;1776
3.88448;13.5135;2016;1776
3.88596;13.5135;2016;1776
3.88744;13.5135;2001;1776
3.88886;12.6689;2001;1776
3.89036;12.6689;2001;1776
3.89177;12.6689;2001;1776
3.89316;12.6689;2001;1776
3.89466;12.6689;2001;1776
3.89638;12.6689;2001;1776
3.89785;12.6689;2001;1776
3.89928;12.6689;2001;1776
3.90071;12.6689;2001;1776
3.90207;12.6689;2001;1776
3.90368;12.6689;2001;1776
3.90512;12.6689;2001;1776
3.90643;12.6689;2001;1776
3.90782;12.6689;2001;1776
3.90935;12.6689;2001;1776
3.91084;12.6689;2001;1776
3.9124;12.6689;2001;1776
3.91407;12.6689;2001;1776
3.91572;12.6689;2001;1776
3.91732;12.6689;2001;1776
3.91884;12.6689;2001;1776
3.92038;12.6689;2001;1776
3.92192;12.6689;2001;1776
3.92338;12.6689;2001;1776
3.92495;12.6689;2001;1776
3.92667;12.6689;2001;1776
3.92818;12.6689;2001;1776
3.93023;12.6689;2001;1776
3.932;12.6689;2001;1776
3.93358;12.6689;2001;1776
3.93527;12.6689;2001;1776
3.93684;12.6689;2001;1776
3.93847;12.6689;2001;1776
3.94007;12.6689;2001;1776
3.9418;12.6689;2001;1776
3.94354;12.6689;2001;1776
3.94509;12.6689;2001;1776
3.94698;12.6689;2001;1776
3.94865;12.6689;2001;1776
3.95031;12.6689;2001;1776
3.95196;12.6689;2001;1776
3.95353;12.6689;2001;1776
3.95501;12.6689;2001;1776
3.9564;12.6689;2001;1776
3.95791;12.6689;2001;1776
3.95945;12.6689;2001;1776
3.961;12.6689;2001;1776
3.9625;12.6689;2001;1776
3.96404;12.6689;2001;1776
3.96558;12.6689;2001;1776
3.96715;12.6689;2001;1776
3.96848;12.6689;2001;1776
3.97002;12.6689;2001;1776
3.97144;12.6689;2001;1776
3.97302;12.6689;2001;1776
3.97452;12.6689;2001;1776
3.97602;12.6689;2001;1776
3.97767;12.6689;2001;1776
3.97911;12.6689;2001;1776
3.98055;12.6689;2001;1776
3.98202;12.6689;2001;1776
3.98343;12.6689;2001;1776
3.98502;12.6689;2001;1776
3.98641;12.6689;2001;1776
3.98785;12.6689;2001;1776
3.98924;12.6689;2001;1776
3.99066;12.6689;2001;1776
3.9922;12.6689;2001;1776
3.99364;12.6689;2001;1776
3.99509;12.6689;2001;1776
3.99653;12.6689;2001;1776
3.99796;12.6689;2001;1776
3.99953;12.6689;2001;1776
4.001;12.6689;2001;1776
4.00345;12.6689;2001;1776
4.00484;12.6689;2001;1776
4.00636;12.6689;2001;1776
4.00769;12.6689;2001;1776
4.00908;12.6689;2001;1776
4.01054;12.6689;2001;1776
4.01198;12.6689;2001;1776
4.0134;12.6689;2001;1776
4.01468;12.6689;2001;1776
4.01604;12.6689;2001;1776
4.01743;12.6689;2001;1776
4.01885;12.6689;2001;1776
4.0202;12.6689;2001;1776
4.02172;12.6689;2001;1776
4.02321;12.6689;2001;1776
4.02467;12.6689;2001;1776
4.02615;12.6689;2001;1776
4.02758;12.6689;2001;1776
4.02897;12.6689;2001;1776
4.03032;12.6689;2001;1776
4.03176;12.6689;2001;1776
4.03314;12.6689;2001;1776
4.03454;12.6689;2001;1776
4.03596;12.6689;2001;1776
4.03726;12.6689;2001;1776
4.03862;12.6689;2001;1776
4.04008;12.6689;2001;1776
4.04136;12.6689;2001;1776
4.0427;12.6689;2001;1776
4.04416;12.6689;2001;1776
4.04532;12.6689;2001;1776
4.04663;12.6689;2001;1776
4.04807;12.6689;2001;1776
4.04929;12.6689;2001;1776
4.0507;12.6689;2001;1776
4.05217;12.6689;2001;1776
4.0535;12.6689;2001;1776
4.05484;12.6689;2001;1776
4.05633;12.6689;2001;1776
4.0578;12.6689;2001;1776
4.05923;12.6689;2001;1776
4.06062;12.6689;2001;1776
4.06207;12.6689;2001;1776
4.06337;12.6689;2001;1776
4.06493;12.6689;2001;1776
4.06639;12.6689;2001;1776
4.06767;12.6689;2001;1776
4.06908;12.6689;2001;1776
4.07051;12.6689;2001;1776
4.07181;12.6689;2001;1776
4.07316;12.6689;2001;1776
4.07454;12.6689;2001;1776
4.07605;12.6689;2001;1776
4.07733;12.6689;2001;1776
4.0786;12.6689;2001;1776
4.08001;12.6689;2001;1776
4.08143;12.6689;2001;1776
4.08284;12.6689;2001;1776
4.08421;12.6689;2001;1776
4.08577;12.6689;2001;1776
4.08729;12.6689;2001;1776
4.08882;12.6689;2001;1776
4.09028;12.6689;2001;1776
4.09183;12.6689;2001;1776
4.09325;12.6689;2001;1776
4.09459;12.6689;2001;1776
4.09649;12.6689;2001;1776
4.09818;12.6689;2001;1776
4.09973;12.6689;2001;1776
4.10122;12.6689;2001;1776
4.10262;12.6689;2001;1776
4.1041;12.6689;2001;1776
4.1056;12.6689;2001;1776
4.107;12.6689;2001;1776
4.10846;12.6689;2001;1776
4.10997;12.6689;2001;1776
4.1116;12.6689;2001;1776
4.11315;12.6689;2001;1776
4.11468;12.6689;2001;1776
4.11623;12.6689;2001;1776
4.11779;12.6689;2001;1776
4.11944;12.6689;2001;1776
4.12107;12.6689;2001;1776
4.1226;12.6689;2001;1776
4.1242;12.6689;2001;1776
4.12572;12.6689;2001;1776
4.12727;12.6689;2001;1776
4.12872;12.6689;2001;1776
4.13095;12.6689;2001;1776
4.13288;12.6689;2001;1776
4.13501;12.6689;2001;1776
4.13679;12.6689;2001;1776
4.13858;12.6689;2001;1776
4.14027;12.6689;2001;1776
4.14185;12.6689;2001;1776
4.14364;12.6689;2001;1776
4.14535;12.6689;2001;1776
4.14716;12.6689;2001;1776
4.14881;12.6689;2001;1776
4.15037;12.6689;2001;1776
4.15186;12.6689;2001;1776
4.15335;12.6689;2001;1776
4.15502;12.6689;2001;1776
4.15664;12.6689;2001;1776
4.15829;12.6689;2001;1776
4.15992;12.6689;2001;1776
4.1615;12.6689;2001;1776
4.16352;12.6689;2001;1776
4.16571;12.6689;2001;1776
4.16725;12.6689;2001;1776
4.16874;12.6689;2001;1776
4.17041;12.6689;2001;1776
4.17205;12.6689;2001;1776
4.17376;12.6689;2001;1776
4.17547;12.6689;2001;1776
4.17721;12.6689;2001;1776
4.17883;12.6689;2001;1776
4.18066;12.6689;2001;1776
4.1825;12.6689;2001;1776
4.18433;12.6689;2001;1776
4.18602;12.6689;2001;1776
4.18755;12.6689;2001;1776
4.18926;12.6689;2001;1776
4.191;12.6689;2001;1776
4.19271;12.6689;2001;1776
4.1945;12.6689;2001;1776
4.19643;12.6689;2001;1776
4.19888;12.6689;2001;1776
4.20056;12.6689;2001;1776
4.20242;12.6689;2001;1776
4.20419;12.6689;2001;1776
4.2059;12.6689;2001;1776
4.20747;12.6689;2001;1776
4.20933;12.6689;2001;1776
4.21134;12.6689;2001;1776
4.21317;12.6689;2001;1776
4.21492;12.6689;2001;1776
4.21677;12.6689;2001;1776
4.21865;12.6689;2001;1776
4.22033;12.6689;2001;1776
4.22225;12.6689;2001;1776
4.2241;12.6689;2001;1776
4.22583;12.6689;2001;1776
4.22775;12.6689;2001;1776
4.2294;12.6689;2001;1776
4.23119;12.6689;2001;1776
4.23291;12.6689;2001;1776
4.2347;12.6689;2001;1776
4.23666;12.6689;2001;1776
4.23858;12.6689;2001;1776
4.24044;12.6689;2001;1776
4.24241;12.6689;2001;1776
4.24437;12.6689;2001;1776
4.2462;12.6689;2001;1776
4.24813;12.6689;2001;1776
4.2501;12.6689;2001;1776
4.25194;12.6689;2001;1776
4.25388;12.6689;2001;1776
4.25581;12.6689;2001;1776
4.25773;12.6689;2001;1776
4.25967;12.6689;2001;1776
4.26137;12.6689;2001;1776
4.26333;12.6689;2001;1776
4.2657;12.6689;2001;1776
4.26786;12.6689;2001;1776
4.2696;12.6689;2001;1776
4.27141;12.6689;2001;1776
4.27341;12.6689;2001;1776
4.27533;12.6689;2001;1776
4.27736;12.6689;2001;1776
4.27922;12.6689;2001;1776
4.28098;12.6689;2001;1776
4.28269;12.6689;2001;1776
4.28467;12.6689;2001;1776
4.28653;12.6689;2001;1776
4.28829;12.6689;2001;1776
4.29019;12.6689;2001;1776
4.29192;12.6689;2001;1776
4.29345;12.6689;2001;1776
4.29516;12.6689;2001;1776
4.29696;12.6689;2001;1776
4.29964;12.6689;2001;1776
4.30149;12.6689;2001;1776
4.30337;12.6689;2001;1776
4.30517;12.6689;2001;1776
4.30707;12.6689;2001;1776
4.30909;12.6689;2001;1776
4.31091;12.6689;2001;1776
4.31268;12.6689;2001;1776
4.31463;12.6689;2001;1776
4.31666;12.6689;2001;1776
4.31849;12.6689;2001;1776
4.32037;12.6689;2001;1776
4.32226;12.6689;2001;1776
4.3242;12.6689;2001;1776
4.32612;12.6689;2001;1776
4.32786;12.6689;2001;1776
4.32973;12.6689;2001;1776
4.33168;12.6689;2001;1776
4.33372;12.6689;2001;1776
4.33554;12.6689;2001;1776
4.33748;12.6689;2001;1776
4.33937;12.6689;2001;1776
4.34134;12.6689;2001;1776
4.34331;12.6689;2001;1776
4.34507;12.6689;2001;1776
4.34701;12.6689;2001;1776
4.34891;12.6689;2001;1776
4.35076;12.6689;2001;1776
4.35259;12.6689;2001;1776
4.3544;12.6689;2001;1776
4.3563;12.6689;2001;1776
4.35824;12.6689;2001;1776
4.36029;12.6689;2001;1776
4.36224;12.6689;2001;1776
4.36399;12.6689;2001;1776
4.36659;12.6689;2001;1776
4.36862;12.6689;2001;1776
4.37049;12.6689;2001;1776
4.3724;12.6689;2001;1776
4.37412;12.6689;2001;1776
4.3759;12.6689;2001;1776
4.37753;12.6689;2001;1776
4.37929;12.6689;2001;1776
4.38126;12.6689;2001;1776
4.38308;12.6689;2001;1776
4.38479;12.6689;2001;1776
4.3866;12.6689;2001;1776
4.38842;12.6689;2001;1776
4.39029;12.6689;2001;1776
4.39196;12.6689;2001;1776
4.39378;12.6689;2001;1776
4.39563;12.6689;2001;1776
4.39758;12.6689;2001;1776
4.39957;12.6689;2001;1776
4.40145;12.6689;2001;1776
4.40325;12.6689;2001;1776
4.40505;12.6689;2001;1776
4.40703;12.6689;2001;1776
4.4088;12.6689;2001;1776
4.41079;12.6689;2001;1776
4.41278;12.6689;2001;1776
4.41462;12.6689;2001;1776
4.41668;12.6689;2001;1776
4.41846;12.6689;2001;1776
4.42035;12.6689;2001;1776
4.42224;12.6689;2001;1776
4.42421;12.6689;2001;1776
4.42589;12.6689;2001;1776
4.42765;12.6689;2001;1776
4.4296;12.6689;2001;1776
4.43182;12.6689;2001;1776
4.43413;12.6689;2001;1776
4.4359;12.6689;2001;1776
4.43785;12.6689;2001;1776
4.43963;12.6689;2001;1776
4.44154;12.6689;2001;1776
4.44329;12.6689;2001;1776
4.44517;12.6689;2001;1776
4.44728;12.6689;2001;1776
4.44911;12.6689;2001;1776
4.4509;12.6689;2001;1776
4.4528;12.6689;2001;1776
4.45453;12.6689;2001;1776
4.45643;12.6689;2001;1776
4.45838;12.6689;2001;1776
4.46037;12.6689;2001;1776
4.46241;12.6689;2001;1776
4.46423;12.6689;2001;1776
4.46613;12.6689;2001;1776
4.46811;12.6689;2001;1776
4.47005;12.6689;2001;1776
4.47205;12.6689;2001;1776
4.47371;12.6689;2001;1776
